title,type,info,meal_plans
mediterranean,moms,"[[14177.75, 705.185, 1149.195, 351.705, 61.6275, 1051, 58], [13650.5, 751.175, 757.975, 855.15, 81.99, 675, 68], [14158.39, 863.62, 967.59, 536.045, 69.5898, 128, 28], [13228.25, 413.475, 1198.55, 1612.675, 41.6775, 1026, 46], [14323.75, 634.2, 949.625, 670.95, 110.8775, 350, 40], [13147.25, 385.15, 873.1, 907.15, 43.885, 485, 42], [14890.55, 548.15, 915.75, 942.95, 62.7375, 845, 58], [14304.39, 793.815, 989.855, 613.105, 63.7148, 133, 21], [14761.75, 514.425, 705.775, 1402.675, 47.31, 500, 56], [14510.1, 557.675, 1066.305, 646.275, 56.4975, 1347, 50], [13253.5, 311.825, 916.125, 837.8, 47.7475, 835, 42], [14566.0, 438.85, 1036.05, 942.8, 60.6525, 680, 104], [13868.5, 349.9, 979.05, 896.4, 47.285, 440, 57], [13384.0, 778.875, 899.9, 534.75, 88.7175, 1795, 54], [13354.75, 563.96, 920.52, 558.33, 69.2075, 555, 52], [13294.64, 785.265, 868.005, 625.33, 62.8023, 223, 22], [13439.0, 526.925, 1051.85, 475.225, 58.7125, 642, 42], [14109.5, 552.775, 1128.75, 371.275, 48.03, 1132, 44], [13063.55, 851.825, 781.5, 550.95, 105.92, 1285, 38], [13695.25, 608.1, 1034.7, 417.3, 95.8825, 620, 47]]","['mediterranean fiesta!', 'mediterranean medley', 'mediterranean fusion feast', 'taste of the mediterranean adventure', 'the international fusion feast', 'the mediterranean medley!', 'the italian-style feast of delights', 'mediterranean fusion fiesta!', 'the mediterranean-balkan fusion fiesta!', 'taste of the mediterranean medley', 'the mediterranean feast!', 'italian-style fiesta!', 'italian-style frittata fiesta!', 'greek peanut butter yogurt fiesta!', ""cally's omelet fiesta fiesta!"", 'veggie-loaded potato frittata fiesta!', 'mediterranean fusion fiesta!', 'tastebud fiesta!', 'aromatic mediterranean medley', 'the mediterranean fusion feast!']"
mexican,moms,"[[14405.5, 571.3, 1001.0, 674.225, 53.42, 335, 84], [14366.0, 748.5, 814.9, 674.1, 67.185, 355, 52], [13760.0, 772.0, 817.35, 778.65, 53.67, 1005, 50], [14263.5, 412.825, 949.1, 1048.25, 53.665, 1780, 179], [13125.75, 387.8, 927.05, 569.3, 44.78, 342, 68], [13667.25, 348.05, 951.15, 1265.7, 77.235, 300, 60], [14269.25, 632.3, 1003.35, 616.2, 45.4125, 465, 43], [13423.25, 632.95, 846.875, 742.725, 42.48, 1315, 52], [13108.1, 451.7, 1024.625, 504.575, 37.3375, 413, 83], [13253.85, 357.3, 1123.65, 366.3, 32.9275, 355, 46], [14372.85, 506.95, 745.05, 1396.15, 34.8425, 296, 70], [13158.85, 650.2, 724.1, 734.9, 60.785, 615, 60], [14247.0, 630.175, 887.425, 681.6, 31.9175, 400, 34], [14031.0, 862.125, 873.225, 454.45, 63.6425, 785, 63], [13297.75, 189.175, 1109.125, 602.425, 20.105, 200, 36], [13055.6, 385.35, 1013.15, 515.1, 31.18, 295, 42], [14469.5, 566.275, 934.325, 847.675, 51.8075, 475, 58], [14838.25, 662.375, 925.375, 788.25, 43.565, 624, 64], [13345.25, 596.575, 763.625, 887.3, 58.085, 437, 56], [14201.75, 687.45, 955.125, 554.5, 49.2875, 630, 58]]","['tex-mex fiesta extravaganza!', 'the fiesta fiesta feast!', 'south of the border brunch bonanza!', 'southwest fiesta fiesta!', 'mexican fiesta fiesta!', 'churro fiesta fiesta!', 'taco fiesta fiesta fiesta!', 'christmas green chile egg fiesta!', 'chilaquiles fiesta fiesta!', 'taco-filled quiche fiesta!', 'chilaquiles fiesta fiesta fiesta!', 'chorizo fiesta fiesta burrito bonanza!', 'fiesta fiesta huevos rancheros bonanza!', ""robin's cheesy chipotle grits fiesta!"", 'jalisco-style chilaquiles fiesta fiesta!', 'jalisco-style chilaquiles fiesta fiesta fiesta fiesta fiesta!', 'fiesta fiesta spicy potato scramble surprise!', 'fiesta fiesta chilaquiles fiesta fiesta fiesta!', 'chorizo latke fiesta fiesta!', 'south of the border fiesta!']"
middle eastern,moms,"[[14927.75, 546.15, 872.725, 1167.35, 42.2825, 1800, 66], [13729.75, 600.875, 667.075, 1139.2, 57.665, 1270, 54], [13833.0, 554.525, 745.2, 1144.35, 54.8275, 1415, 81], [14975.25, 202.275, 935.425, 1282.525, 17.0525, 315, 63], [14170.25, 352.675, 754.35, 1490.775, 36.6475, 830, 45], [13624.25, 578.65, 866.65, 764.925, 64.9125, 990, 50], [13737.5, 256.775, 773.775, 1406.975, 36.43, 1455, 84], [14781.0, 660.4, 751.625, 1363.225, 64.1975, 680, 50], [13882.75, 634.91, 740.12, 1128.98, 66.9175, 1384, 112], [14032.65, 483.64, 965.49, 822.085, 49.555, 590, 68], [13823.0, 482.45, 787.3, 1019.025, 41.64, 409, 58], [14938.0, 619.85, 615.95, 1508.975, 44.5175, 1214, 54], [14743.0, 517.1, 634.65, 1648.75, 40.375, 1135, 44], [13645.75, 445.225, 748.425, 1081.225, 56.4825, 1550, 70], [13596.25, 398.9, 946.05, 613.45, 41.615, 547, 59], [14459.75, 510.15, 858.825, 1153.75, 44.5425, 990, 61], [13763.75, 488.75, 685.575, 1269.85, 36.4475, 1530, 40], [14713.25, 510.4, 800.1, 1223.575, 51.7575, 564, 52], [13935.1, 495.75, 638.4, 1463.2, 39.05, 1195, 78], [14144.25, 396.9, 870.3, 1141.15, 48.0, 775, 57]]","['the middle eastern feast', 'the global kosher feast!', ""passover's plethora of palatable plates!"", 'a taste of the middle east', 'a taste of the world: passover edition', 'the middle eastern fusion feast!', 'the passover fiesta!', 'passover pilaf-gyro-charoset fiesta!', 'the middle eastern feast!', 'taste of the southwest fiesta!', 'the gyro-matzah fiesta!', 'the middle eastern melange', 'the global shabbat feast', 'the global grill-out!', 'hearty jewish chicken stew', ""grandma's savory sabbath stew."", 'sesame-studded simit supper', 'turkish egg cilbir delight', ""grandma's traditional cholent surprise"", 'the global gastronomy platter!']"
northeastern delights,moms,"[[14512.75, 324.525, 503.275, 2126.675, 44.485, 360, 60], [13536.25, 323.25, 521.725, 1842.425, 25.0825, 295, 40], [13049.75, 254.925, 460.825, 1953.675, 20.295, 285, 44], [13428.75, 359.6, 519.025, 1702.725, 29.8275, 305, 40], [14842.75, 348.55, 583.225, 1969.225, 28.3375, 345, 48], [14393.25, 363.35, 514.975, 1958.425, 46.5475, 435, 60], [14017.75, 319.875, 530.825, 1934.575, 34.95, 310, 44], [13757.75, 263.225, 459.725, 2113.775, 29.805, 340, 56], [13740.75, 327.3, 456.125, 2008.625, 35.7375, 420, 64], [13757.75, 263.225, 459.725, 2113.775, 29.805, 340, 56], [13757.75, 263.225, 459.725, 2113.775, 29.805, 340, 56], [13758.0, 293.825, 442.775, 2021.725, 18.78, 915, 42], [14437.75, 331.425, 540.725, 1988.175, 27.975, 280, 42], [13660.25, 397.975, 551.9, 1612.6, 50.3725, 270, 48], [13250.0, 372.875, 500.7, 1675.65, 32.1675, 235, 44], [14017.75, 319.875, 530.825, 1934.575, 34.95, 310, 44], [14437.75, 331.425, 540.725, 1988.175, 27.975, 280, 42], [13313.5, 259.075, 492.525, 1922.425, 20.435, 295, 42], [13152.75, 299.325, 503.275, 1817.275, 32.255, 260, 40], [13152.75, 299.325, 503.275, 1817.275, 32.255, 260, 40]]","['the melting pot platter', ""the lucky leprechaun's kitchen delight!"", 'the emerald isle mashup!', 'irish-nashville-new england-rhode island pie-palooza!', 'the big apple clam-chowder-fry-fiesta!', 'the emerald isle feast', 'celtic comfort eats!', 'the celtic-big apple-mediterranean-music city-sous vide fiesta!', 'the emerald isle feast!', 'the unconventional delight platter', 'the unconventional concoction', 'the emerald isles and beyond meal plan', 'the unconventional fusion feast', 'the shamrock supper!', 'irish soda bread raisin fiesta!', 'the shamrock shuffle!', 'the irish-knish-hot-turkey-pie extravaganza!', 'the unconventional fusion feast!', 'the emerald isle mash-up!', 'the emerald city eats!']"
pasta perfection,moms,"[[13377.75, 588.195, 596.49, 1301.43, 45.685, 485, 50], [13674.25, 675.475, 548.775, 1379.2, 37.9925, 415, 48], [14019.5, 300.425, 631.15, 1713.3, 27.4975, 1110, 65], [13783.5, 345.225, 1061.875, 663.95, 29.1, 490, 44], [13908.75, 395.795, 982.84, 868.93, 32.22, 415, 44], [13602.8, 522.775, 509.7, 1505.775, 38.3025, 1017, 124], [13761.5, 611.525, 764.625, 826.025, 51.5425, 345, 36], [13893.5, 302.05, 1114.15, 697.95, 34.49, 370, 50], [13874.5, 403.3, 915.35, 949.7, 46.6625, 765, 80], [13220.0, 444.55, 687.825, 1179.125, 32.53, 935, 68], [13955.0, 723.05, 727.425, 1023.75, 43.77, 1100, 40], [13972.75, 320.475, 961.275, 984.675, 31.365, 930, 60], [13430.5, 454.775, 741.7, 1146.55, 39.265, 530, 56], [13609.25, 391.95, 738.0, 1326.25, 33.7875, 410, 58], [13880.25, 462.3, 890.6, 965.1, 42.515, 1050, 50], [14366.5, 754.5, 766.55, 832.425, 66.165, 650, 68], [14802.25, 429.2, 757.15, 1505.15, 39.36, 412, 122], [13548.1, 571.325, 739.7, 822.625, 42.84, 725, 39], [13534.5, 466.6, 959.775, 760.425, 43.1225, 495, 62], [13229.35, 432.0, 774.525, 932.925, 35.665, 380, 40]]","['the international culinary adventure!', 'the eclectic entre extravaganza!', 'the knish-gnocchi-mac salad-fruit salad-tuna-chicken-gnocchi extravaganza!', 'the pasta-licious picnic!', 'tropical italian fusion feast', 'fusion of flavors meal plan', 'the savory six-pack', 'tropical macaroni fiesta!', 'the italian-newfie fusion feast!', 'the gourmet grazer', 'cheesy christmas comfort feast', 'the grandma-mama-buffalo-greek-tuna-stroganoff-polenta extravaganza!', 'crab-stuffed manicotti fiesta fiesta!', 'new york knish-yo! fiesta fiesta!', 'pesto polenta lasagna fiesta fiesta!', 'fiesta fettuccine carbonara bonanza!', 'puff pastry waffle fiesta fiesta!', 'fiesta fettuccine carbonara surprise!', 'tasty turntable treats!', 'the crazy knish-tuna-ziti-gnocchi-tequila-pumpkin extravaganza!']"
quick meals,moms,"[[14442.6, 119.475, 592.9, 2246.65, 18.73, 130, 92], [14238.0, 455.9, 810.15, 1457.85, 29.91, 180, 60], [13727.14, 829.945, 851.465, 686.47, 59.6923, 160, 34], [14125.64, 771.44, 748.23, 1138.38, 68.3698, 123, 43], [14654.7, 352.2, 1200.275, 595.725, 31.545, 130, 32], [14703.8, 624.825, 1100.75, 218.575, 39.08, 160, 36], [14705.75, 274.85, 1061.8, 1069.8, 42.8425, 182, 76], [13417.5, 218.025, 1226.7, 467.175, 21.8475, 198, 36], [13237.75, 151.8, 1226.225, 607.1, 37.34, 129, 43], [13388.25, 278.8, 858.975, 1121.65, 23.21, 168, 48], [13600.5, 255.775, 591.375, 1790.325, 25.8475, 165, 118], [14107.0, 39.1, 1395.7, 404.8, 9.7025, 75, 26], [14390.0, 577.175, 1067.65, 485.35, 58.02, 220, 40], [13515.75, 715.475, 673.4, 998.05, 60.29, 169, 67], [14275.1, 398.3, 752.85, 1298.075, 33.17, 179, 86], [14034.25, 319.625, 1028.35, 966.95, 35.9, 135, 66], [13190.39, 998.24, 805.18, 515.18, 66.2273, 98, 16], [13458.5, 224.855, 857.51, 1261.295, 32.9925, 165, 49], [13708.5, 157.9, 1200.775, 605.95, 16.2525, 100, 31], [14492.0, 442.65, 715.55, 1507.65, 58.575, 155, 50]]","['the irish-german potato party!', ""the veggie-lover's delight!"", 'tantalizing taste tour!', 'tastes of the world', 'the sweet and savory spectacular!', 'taste of the mediterranean delight', 'the summertime sizzle platter!', 'tastebud temptations', 'fiesta of flavorful fusion!', 'the comfort food fiesta!', ""a taste of grandma's kitchen!"", 'easter rainbow potato fiesta!', 'asparagus and jumbo shrimp fiesta fiesta!', 'raspberry cheesecake-stuffed french toast fiesta fiesta!', 'crispy belgian waffle fiesta fiesta!', 'parfait and fiesta!', 'global fusion feast!', 'the mediterranean fiesta!', 'tropical fusion fiesta!', 'the eclectic autumn feast!']"
rice and grain galore,moms,"[[14232.52, 436.547, 735.933, 1321.949, 41.4575, 1038, 69], [13515.25, 335.35, 468.05, 1932.25, 22.16, 605, 52], [13791.0, 411.525, 851.95, 1162.575, 50.11, 1305, 53], [14497.25, 408.175, 1116.55, 507.45, 39.55, 480, 32], [14056.0, 376.755, 828.71, 1279.39, 38.855, 345, 71], [14073.4, 437.275, 726.2, 1447.2, 41.605, 491, 119], [13015.0, 422.375, 672.35, 1358.075, 32.5875, 395, 70], [13006.75, 306.275, 682.55, 1338.225, 29.0625, 726, 124], [13781.25, 202.425, 946.525, 1126.325, 25.8875, 700, 58], [14096.25, 320.975, 588.25, 1858.375, 38.405, 405, 59], [13577.75, 397.5, 904.725, 784.45, 45.83, 950, 62], [13895.0, 679.275, 868.675, 633.075, 57.07, 250, 39], [14785.75, 557.325, 950.675, 740.45, 45.7475, 508, 86], [14204.75, 690.25, 692.875, 1133.6, 51.73, 558, 65], [13369.75, 321.175, 797.725, 1077.15, 41.365, 280, 44], [13378.0, 317.825, 558.325, 1677.025, 38.675, 1232, 56], [13039.0, 333.75, 592.8, 1643.7, 30.9, 645, 52], [13998.5, 287.675, 832.05, 1212.925, 28.6475, 675, 44], [13159.25, 380.4, 790.4, 1178.65, 25.6925, 780, 56], [14702.0, 538.725, 709.15, 1377.1, 53.935, 595, 106]]","['the savory-sweet sensation', 'the global fusion plate.', 'aromatic adventure', 'the eclectic feast!', 'the mediterranean harvest feast', 'tastebud tour: a global fusion of flavors!', 'the fusion feast!', 'the savory & sweet symphony', 'grainy goodness galore!', 'greek yogurt oatmeal fiesta fiesta!', 'polenta fiesta fiesta!', 'wasabi grits fiesta fiesta!', 'instant pot oatmeal fiesta fiesta!', 'quinoa porridge fiesta fiesta!', 'yuca frita fiesta fiesta!', 'bird seed fiesta bars bonanza!', 'cereal-crusted fiesta fiesta delight!', 'the eclectic harvest bowl!', 'taste of the harvest delight', 'taste of the world adventure!']"
seafood spectacular,moms,"[[13460.25, 424.47, 631.915, 1544.61, 72.9575, 350, 40], [13210.65, 665.6, 793.725, 718.225, 122.0775, 317, 31], [13152.0, 391.07, 615.065, 1540.81, 58.23, 380, 55], [14562.3, 569.3, 977.75, 646.775, 101.46, 724, 51], [13350.05, 410.675, 646.225, 1453.525, 89.4725, 207, 42], [14051.5, 396.97, 1303.615, 164.785, 52.745, 375, 32], [14754.5, 718.625, 929.075, 832.975, 107.4375, 330, 48], [14680.85, 511.3, 611.475, 1849.675, 97.9275, 423, 55], [13251.0, 602.65, 748.125, 788.475, 74.4325, 287, 42], [13558.0, 448.2, 861.4, 922.45, 61.7675, 294, 47], [13497.35, 710.25, 753.4, 841.85, 101.8725, 616, 46], [13812.5, 383.225, 635.325, 1693.85, 57.9125, 285, 58], [13667.5, 913.625, 802.05, 397.25, 147.19, 225, 47], [13055.5, 371.775, 964.2, 679.075, 77.81, 370, 35], [13943.25, 863.3, 702.65, 525.175, 131.815, 400, 50], [13014.35, 694.125, 789.225, 555.675, 70.255, 491, 49], [14118.75, 476.1166667, 1123.483333, 424.85, 90.14333333, 927, 43], [14129.0, 837.275, 905.125, 314.25, 130.4375, 451, 48], [13669.8, 626.55, 549.75, 1486.35, 87.7075, 260, 45], [14762.55, 550.1, 1073.975, 719.9, 88.68, 330, 31]]","['southern comfort fusion', 'the seafood fiesta!', 'tastebud tango: a seafood sensation!', 'tropical seafood fusion!', 'seaside supper spectacular!', 'the coastal culinary adventure!', 'culinary creole fusion!', 'seafood spectacular!', 'tantalizing seafood extravaganza!', 'seafood extravaganza!', 'the seafood spectacular!', 'the unconventional seafood extravaganza!', 'cioppino fiesta fiesta!', 'smoked salmon frittata fiesta fiesta!', 'fiesta fiesta seafood cioppino surprise!', 'tuna-fiesta fritter fiesta!', 'the seafood smorgasbord!', 'seafood sensation!', 'the seafood soiree!', 'a taste of the sea and shore']"
southern comfort,moms,"[[14211.25, 711.75, 742.25, 1176.8, 55.86, 1465, 59], [13014.25, 448.975, 711.95, 1197.3, 35.925, 1725, 60], [13843.25, 590.925, 555.1, 1531.25, 41.8125, 830, 78], [13561.25, 361.9, 682.2, 1344.2, 40.3475, 300, 40], [13771.0, 270.075, 814.15, 1291.55, 23.24, 585, 109], [13209.6, 399.325, 781.9, 1022.8, 50.4275, 1840, 68], [14088.1, 277.875, 1032.295, 983.6, 39.3825, 1015, 48], [13655.75, 409.8, 901.3, 959.35, 37.3725, 750, 88], [14035.0, 620.325, 1106.75, 269.6, 62.42, 1025, 58], [13466.0, 450.15, 745.025, 1162.75, 44.305, 1290, 58], [13460.0, 410.575, 703.025, 1344.725, 36.055, 1475, 65], [14859.5, 385.45, 866.85, 1446.225, 54.29, 1210, 71], [13110.0, 455.3, 910.6, 760.725, 34.0525, 455, 64], [13819.5, 495.525, 828.925, 1061.85, 41.42, 390, 58], [13705.5, 369.4, 669.125, 1412.4, 28.96, 850, 94], [14707.75, 289.825, 720.075, 1615.775, 27.03, 630, 72], [13402.6, 299.45, 614.4, 1706.55, 28.86, 855, 35], [14127.25, 449.35, 726.175, 1388.0, 28.4475, 1275, 40], [13100.75, 554.0, 740.125, 1042.6, 40.2475, 1915, 60], [14181.5, 627.075, 661.9, 1367.05, 66.2275, 330, 61], [14477.75, 389.4, 1046.975, 896.725, 43.84, 310, 66], [14733.25, 454.85, 949.9, 1030.2, 33.2875, 338, 82], [14827.0, 586.55, 630.05, 1581.1, 54.5625, 1360, 50], [14401.25, 455.175, 846.9, 1126.45, 46.2975, 1240, 78], [13446.5, 341.025, 567.0, 1816.4, 30.74, 1280, 98], [14174.0, 597.025, 827.125, 813.975, 69.0925, 610, 56], [13974.0, 414.1, 767.95, 1243.625, 35.7, 500, 53], [13917.0, 437.675, 1021.35, 704.325, 58.58, 440, 88], [14649.25, 404.85, 926.65, 1185.35, 31.665, 1495, 72], [14260.75, 428.0, 699.675, 1057.075, 41.0675, 1695, 78], [14553.75, 205.15, 962.4, 1236.075, 35.0825, 705, 80], [13613.0, 273.925, 1007.125, 834.85, 30.6575, 585, 53], [13074.25, 571.725, 942.2, 485.45, 46.0275, 860, 53], [13140.25, 434.125, 771.775, 1022.25, 42.765, 305, 36], [14240.75, 265.3, 647.1, 1830.425, 23.7225, 575, 52], [14563.795, 581.7475, 994.01, 467.44, 54.82, 315, 92], [14119.0, 599.17, 977.315, 665.06, 59.305, 340, 52], [13881.75, 637.6, 648.35, 1417.025, 43.98, 860, 63], [14348.5, 507.975, 776.525, 1127.725, 44.1025, 785, 54], [14794.5, 538.895, 569.165, 1784.985, 86.4625, 315, 106]]","['the great breakfast lunch and dinner extravaganza!', 'the island fiesta feast', 'the great southern potato fiesta!', 'the global breakfast bonanza!', 'the potato potpourri!', 'taste of the tropics and beyond!', 'tropical fiesta fiesta!', 'island fiesta fiesta!', 'southern comfort fiesta!', 'the all-american feast!', 'the international comfort food extravaganza!', 'the all-american comfort food extravaganza!', 'the bayou brunch bash!', 'the southern comfort feast!', 'the heartland holiday feast', 'the unforgettable feast', 'the breakfast brunch and bbq bonanza!', 'the southern comfort platter', 'the lucky leprechaun feast!', 'taste of the south: a fusion of sweet and savory delights!', 'southern comfort fusion!', 'the spicy-sweet fiesta!', 'the grand cajun-greek-polish feast!', 'the comfort food extravaganza', 'festive holiday brunch bonanza', 'southern comfort cuisine', 'fruity french toast fiesta!', 'crispy blender yorkshire pudding fiesta!', 'cheesy chipotle grits fiesta fiesta!', 'buttermilk biscuit bonanza!', 'buttermilk biscuit bonanza fiesta!', 'savory oatmeal fiesta fiesta!', 'tastebud tapestry!', 'the all-american feast!', 'the brunch bonanza!', 'the great outdoors brunch!', 'the breakfast brunch bonanza!', 'the great southwest feast!', 'the great southern comfort food extravaganza!', 'southern comfort supper']"
southwest flavors,moms,"[[14221.7, 591.925, 853.425, 1180.125, 44.68, 920, 71], [13792.2, 520.4, 826.0, 1043.275, 41.465, 873, 102], [13618.75, 394.3, 883.15, 931.55, 49.185, 455, 50], [14852.0, 508.0, 839.75, 1257.675, 41.995, 435, 72], [13972.95, 217.575, 1075.275, 829.675, 35.66, 608, 86], [14188.0, 446.175, 882.175, 1063.9, 36.115, 390, 60], [14278.05, 400.7, 912.65, 1066.55, 39.63, 1040, 67], [13115.1, 275.5, 964.05, 887.1, 32.88, 355, 30], [13041.85, 405.25, 933.45, 825.675, 31.68, 243, 84], [14372.0, 428.525, 756.75, 1289.2, 36.95, 620, 91], [14475.7, 659.725, 898.15, 1017.55, 49.1575, 808, 119], [14544.2, 549.825, 917.425, 1126.025, 38.0925, 410, 89], [13374.75, 416.0, 830.775, 1145.7, 34.36, 303, 79], [14340.5, 418.95, 808.25, 1338.325, 37.145, 420, 73], [14971.0, 565.125, 871.45, 1147.925, 57.685, 525, 72], [13052.25, 268.675, 872.875, 975.675, 25.415, 365, 55], [14691.1, 500.025, 1123.6, 643.25, 57.57, 755, 44], [13689.75, 362.775, 886.55, 949.25, 37.2725, 425, 66], [14758.6, 391.85, 913.975, 1263.4, 33.5975, 420, 81], [13639.5, 491.975, 751.5, 1236.425, 34.8625, 325, 56]]","['the southwest fiesta platter', 'the fiery fiesta fiesta!', 'fiesta de chile y queso!', 'southwest fiesta fiesta!', 'fiesta of fire and flavor!', 'fiesta de desayuno southwest!', 'fiesta de chile y queso', 'fiesta of fire!', 'fiesta fiesta fiesta breakfast fiesta!', 'southwestern sunrise burrito fiesta!', 'fiesta fajita fiesta fiesta!', 'fiesta fiesta southwest sunrise burrito bonanza!', 'fiesta fiesta southwest sunrise burrito fiesta frenzy!', 'southwest sunrise burrito fiesta frenzy!', 'jalapeno popper fiesta fiesta!', 'fiesta fajita new mexico green chile breakfast burrito bonanza!', 'fiesta of new mexico flavors!', 'fiesta de sabores mexicanos', 'tex-mex fiesta!', 'fiesta de desayuno mexican!']"
