type,title,info,recipes
regular,Italian ,"[[1547.25, 62.225, 67.0, 182.025, 6.54], [892.25, 49.375, 31.475, 97.675, 3.6025], [1069.5, 11.625, 85.0, 63.825, 3.1375], [2797.0, 109.4, 180.2, 163.6, 11.555], [359.5, 6.0, 19.25, 41.0, 2.635], [2108.5, 161.25, 128.0, 7.5, 9.3125], [1836.5, 109.6, 108.35, 55.8, 8.0175], [3928.5, 157.55, 335.75, 52.9, 11.915], [2597.75, 25.275, 255.4, 14.75, 5.0475], [2039.5, 8.7, 224.1, 7.325, 3.3175], [2340.0, 110.15, 148.9, 80.45, 8.7], [1342.5, 77.95, 124.0, 10.95, 4.195], [1528.5, 3.775, 162.775, 20.025, 1.9875], [725.0, 31.3, 19.2, 106.5, 0.92], [1061.0, 114.8, 50.8, 19.3, 5.52], [2207.0, 81.6, 134.25, 192.2, 5.635], [926.0, 60.85, 53.85, 27.2, 4.455], [818.25, 47.05, 57.75, 11.9, 4.8225], [2425.5, 36.0, 229.7, 18.35, 2.31], [995.0, 64.225, 64.525, 25.425, 4.885]]","['Polenta Taragna with Taleggio and Radicchio', 'Homemade Pumpkin Gnocchi', 'Instant Pot Brown Rice and Mushroom Risotto Vegan and Gluten-Free', 'Shrimp and Asparagus Fettuccine', 'Creamy Coconut Polenta', 'The Best Spaghetti Casserole', 'Johnny Marzetti Casserole', 'The Best Meatballs', 'Shrimp and Pasta Salad', 'Grilled Caesar Chicken', 'Chef Johns Meatball-Inspired Meatloaf', 'Fast Creamy Tomato Penne', 'Roasted Peppers in Oil Peperoni Arrostiti Sotto Olio', 'Crazy Crust Pizza Dough', 'Stuffed Shells IV', 'Roman-Style Gnocchi', 'Jos Manicotti', 'Keto Fathead Pizza with Chorizo and Salsa', 'Italian Stuffed Pasta Tubes', 'The Best Meatballs Youll Ever Have']"
regular,Grilling ,"[[1526.75, 110.725, 78.75, 71.1, 12.185], [1213.0, 70.5, 84.6, 22.5, 3.935], [364.5, 9.2, 2.6, 79.8, 6.835], [1827.5, 62.75, 55.1, 244.85, 6.515], [2153.5, 77.15, 116.2, 19.5, 13.6975], [1069.5, 11.625, 85.0, 63.825, 3.1375], [2850.0, 194.05, 146.3, 186.65, 21.1375], [1426.6, 50.7, 35.55, 193.05, 5.545], [792.0, 46.35, 28.0, 62.5, 5.82], [1190.5, 58.85, 99.575, 15.075, 13.685], [2300.0, 28.0, 235.5, 39.0, 2.09], [767.5, 58.6, 42.5, 27.45, 5.145], [1147.5, 49.375, 45.425, 152.75, 3.7675], [469.5, 5.925, 46.225, 7.525, 5.3725], [2899.5, 54.075, 239.075, 101.375, 5.2675], [1347.0, 106.3, 82.6, 9.9, 8.93], [1806.0, 107.775, 94.05, 118.05, 16.92], [1964.0, 124.7, 104.25, 34.45, 12.93], [2321.5, 124.625, 157.9, 66.95, 12.92], [2827.75, 134.175, 221.9, 85.5, 8.535]]","['Best Jambalaya', 'Not Your Grandmas Chopped Chicken Liver', 'Miso and Soy Chilean Sea Bass', 'Korean Barbecue-Style Meatballs', 'Go-To Crawfish Etouffee', 'Instant Pot Brown Rice and Mushroom Risotto Vegan and Gluten-Free', 'Chef Johns Irish Stew', 'Buffalo Chicken Sushi Roll', 'Honey BBQ Pulled Pork in the Slow Cooker', 'Roasted Rack of Lamb', 'Weeknight Chicken Cordon Bleu', 'Sweet and Spicy Ginger Beer Pulled Pork', 'Curry Split Pea Soup', 'Sous Vide Cajun Boneless Chicken Breast with Creamy Pan Sauce', 'Pickle-Fried Chicken', 'White Chili with Ground Turkey', 'Shrimp, Sausage, and Fish Jambalaya', 'Healthy Shepherds Pie with Ground Turkey', 'Oven Bag Pot Roast', 'Halal Cart Chicken and Rice']"
regular,European,"[[5201.0, 57.25, 352.25, 456.5, 6.1475], [4420.0, 82.55, 168.25, 644.55, 8.54], [2312.0, 147.65, 162.45, 25.45, 12.32], [6102.0, 120.0, 229.2, 874.0, 12.01], [1055.0, 66.3, 49.4, 49.5, 4.41], [12483.0, 49.8, 376.0, 2265.4, 7.645], [2527.5, 44.2, 122.2, 363.55, 3.105], [4015.0, 45.45, 246.9, 401.2, 3.2525], [1586.0, 75.0, 107.2, 28.0, 8.75], [1898.0, 47.45, 141.0, 68.85, 5.245], [1187.75, 39.25, 79.225, 81.75, 1.79], [4189.0, 50.925, 203.0, 389.55, 27.0375], [5712.5, 123.1, 131.25, 962.9, 6.57], [791.5833333, 24.33333333, 36.06666667, 86.5, 0.876666667], [1198.0, 81.75, 87.375, 34.75, 4.5775], [2215.25, 136.55, 149.125, 63.475, 9.0875], [2527.0, 41.45, 95.0, 359.1, 3.0], [4690.5, 79.45, 221.6, 522.4, 11.19], [4420.0, 82.55, 168.25, 644.55, 8.54], [984.0, 73.3, 42.45, 57.25, 5.195]]","['Danish Kringle', 'Semla Swedish Fat Tuesday Buns', 'Beef Stroganoff', 'Ukrainian Olhas Varenyky Perogies', 'Polish Stuffed Cabbage', 'Empire Biscuits', 'Portuguese Custard Tarts Pasteis de Nata', 'Swedish Ground Almond Spritz Cookies', 'Mom Sykes Hungarian Goulash', 'Gehakt Ballen Dutch Meatballs', 'Kaiserschmarrn', 'Hungarian Chestnut Cake', 'Pierogi Traditional Polish Dumplings', 'Kaiserschmarren Austrian Torn Pancakes', 'Frikadeller Danish Meatballs', 'Swedish Meatballs Svenska Kottbullar', 'Pierogies', 'Sacher Torte', 'Semla Swedish Fat Tuesday Buns', 'Hungarian Goulash III']"
regular,Northeastern delights,"[[2040.0, 93.4, 81.0, 183.8, 10.4], [755.0, 61.3, 43.55, 12.9, 14.68], [3169.5, 66.0, 129.0, 279.75, 7.705], [3922.5, 70.7, 114.75, 623.05, 3.665], [340.0, 19.0, 17.0, 31.0, 1.36], [6128.0, 62.6, 247.7, 925.275, 3.69], [2413.0, 78.9, 229.0, 14.7, 4.84], [933.5, 38.0, 49.6, 88.05, 3.115], [2302.75, 73.3, 22.2, 392.55, 2.805], [2677.5, 17.175, 139.5, 338.65, 1.25], [1746.0, 57.7, 93.9, 108.6, 14.09], [2377.0, 44.275, 107.275, 351.325, 3.48], [2886.0, 25.2, 34.7, 603.6, 2.26], [2330.5, 8.125, 94.025, 381.575, 4.3175], [6566.75, 111.4, 207.25, 1002.75, 5.185], [6128.0, 62.6, 247.7, 925.275, 3.69], [1223.5, 9.05, 39.75, 206.55, 1.42], [9121.0, 8.6, 1.3, 1333.0, 70.565], [6128.0, 62.6, 247.7, 925.275, 3.69], [865.0, 20.55, 27.55, 117.3, 2.695]]","['Easy Shepherds Pie', 'New England Crab Cakes', 'Jack Daniels Very Merry Eggnog', 'Best Ever Irish Soda Bread', 'Turkey-Pesto Toasterdilla', 'Downeast Maine Pumpkin Bread', 'Easy North Carolina Barbeque', 'Eggnog Creme Brulee', 'Chef Johns Boston Baked Beans', 'Simple Scottish Shortbread', 'New England Razor Clam Chowder', 'Nashville Hot Chicken and Waffle Sandwich', 'Cranberry Hootycreeks', 'Chef Johns Caramel Apple Pie', 'Irish Soda Bread with Raisins', 'Downeast Maine Pumpkin Bread', 'Simple Puff Pastry Cinnamon Rolls', 'Coal Region Boilo', 'Downeast Maine Pumpkin Bread', 'New England Clam Chowder II']"
regular,Southwest flavors,"[[1223.0, 80.2, 48.7, 132.45, 2.875], [34.0, 1.825, 1.475, 6.825, 0.2675], [1371.0, 37.6, 81.2, 110.7, 3.12], [1223.5, 9.05, 39.75, 206.55, 1.42], [1068.5, 20.0, 83.0, 58.5, 4.215], [282.5, 1.3, 28.7, 8.5, 0.345], [3632.5, 59.9, 290.0, 204.4, 5.96], [3365.5, 193.55, 234.75, 82.3, 27.63], [1077.1, 4.5, 112.8, 25.0, 2.18], [3811.25, 168.375, 224.575, 326.2, 9.11], [1280.0, 35.85, 76.4, 102.4, 2.3025], [951.0, 22.825, 52.575, 97.825, 4.365], [878.0, 20.3, 54.1, 81.5, 2.58], [4674.25, 100.55, 221.3, 504.85, 8.8], [799.0, 14.8, 60.1, 65.9, 6.38], [1173.5, 62.35, 53.725, 94.575, 5.35], [318.0, 50.0, 9.0, 13.4, 7.045], [586.5, 15.25, 12.35, 105.6, 1.555], [3632.5, 59.9, 290.0, 204.4, 5.96], [2330.5, 8.125, 94.025, 381.575, 4.3175]]","['Southwest BBQ Chicken Tacos', 'Chili Powder', 'Mexican Style Cornbread', 'Simple Puff Pastry Cinnamon Rolls', 'Southwest Chicken Panini', 'Homemade Chili Seasoning Popcorn', 'New Mexico Green Chile Breakfast Burritos', 'Taqueria-Style Tacos - Carne Asada', 'Spicy Southwestern Slaw', 'Southwest Breakfast Burritos', 'Stevens Baked Nachos', 'Southwestern Quinoa Salad', 'Jalapeno Popper Quesadillas', 'Poblano and Cheese Tamales Tamales de Rajas con Queso', 'Julias New Mexican Guacamole', 'Mexican Pizza', 'Duck Jalapeo Poppers', 'Spicy Spanish-Style Rice', 'New Mexico Green Chile Breakfast Burritos', 'Chef Johns Caramel Apple Pie']"
regular,Coastal cuisine,"[[729.5, 55.25, 32.0, 58.8, 8.13], [1559.0, 8.6, 0.1, 208.4, 5.05], [315.75, 0.775, 0.2, 70.15, 0.75], [16.0, 0.0, 0.0, 4.0, 0.02], [1076.0, 2.4, 24.8, 232.2, 1.68], [2576.5, 43.1, 82.725, 395.7, 4.35], [56.0, 1.55, 1.25, 10.75, 1.12], [801.0, 5.175, 0.625, 152.4, 2.9275], [625.75, 6.675, 49.975, 35.55, 2.6625], [16.0, 0.3, 0.1, 4.0, 0.52], [0.0, 0.0, 0.0, 0.0, 2.0], [2479.5, 31.8, 190.6, 190.8, 4.83], [2201.0, 68.6, 177.25, 62.5, 18.485], [448.0, 3.45, 0.475, 124.75, 1.935], [62.0, 2.35, 1.1, 13.65, 2.77], [1500.0, 117.7, 30.5, 137.7, 9.735], [207.0, 40.0, 1.0, 1.0, 7.105], [902.0, 16.0, 7.2, 161.1, 17.76], [182.0, 0.5, 0.2, 46.6, 1.15], [726.5, 3.7, 1.05, 184.25, 1.875]]","['Shrimp and Pineapple Ceviche', 'Caribbean Rum Punch', 'White Sangria with Frozen Fruit', 'Mai Tai', 'Quick Brazilian Lemonade', 'Summery Lime-Mango Shortcakes', 'True Wisconsin Bloody Mary', 'Sangria! Sangria!', 'Veracruz-Style Whitefish', 'Pineapple Margarita', 'Party Punch V', 'Pina Colada Macaroons', 'Seafood Gumbo', 'Sangria Barcelona Style', 'Bubbly Mojito', 'Hawaiian Pork Tenderloin', 'Old Bay-Seasoned Steamed Shrimp', 'Watermelon Mojitos', 'Hawaiian Iced Tea', 'Sangria Cocktail']"
regular,Detoxifying,"[[588.5, 0.0, 0.0, 152.25, 0.695], [71.5, 0.25, 0.2, 19.35, 0.185], [778.0, 0.15, 0.1, 200.25, 0.76], [483.5, 20.4, 20.45, 65.4, 1.08], [593.5, 25.725, 53.05, 4.625, 1.4425], [265.5, 12.75, 17.9, 13.1, 0.325], [337.0, 0.75, 0.15, 94.3, 0.875], [4242.25, 70.35, 257.625, 400.95, 4.02], [1680.0, 0.6, 0.4, 431.0, 2.5], [282.5, 2.75, 0.35, 55.4, 1.85], [1441.5, 14.075, 68.025, 203.85, 1.1275], [864.0, 12.0, 16.0, 96.0, 4.0], [1917.0, 0.3, 34.5, 414.3, 1.1825], [17.0, 0.5, 0.2, 4.5, 0.15], [1673.0, 80.4, 51.75, 211.95, 10.24], [1680.0, 0.6, 0.4, 431.0, 2.5], [928.0, 4.3, 83.4, 32.7, 1.0], [1302.0, 12.25, 136.25, 16.5, 2.62], [1002.0, 0.45, 0.15, 261.05, 1.105], [774.0, 0.0, 0.0, 235.0, 0.5]]","['Old-Fashioned Swedish Glgg', 'Ginger-Turmeric Herbal Tea', 'Never Bitter Lemonade', 'Blueberry, Banana, and Peanut Butter Smoothie', 'Keto Pumpkin Pie', 'Healthy Peanut Butter Mousse', 'Honey Lemonade', 'Sugar Free Blueberry Coffee Cake', 'Old-Fashioned Pink Lemonade', 'Red Wine and Orange Sangria', 'Lemon Poppy Seed Quick Cake', 'Kellys Super Simple Shower Punch', 'Fondant for Chocolate Cherries', 'Creamy Lemonade', 'Slow Cooker Lamb Stew', 'Old-Fashioned Pink Lemonade', 'Mango Mousse', 'Key Lime Pie - Low Carb Version', 'Lavender Lemonade with Hibiscus', 'Gingerade']"
regular,Immune-boosting,"[[1460.75, 32.45, 64.15, 163.15, 8.8525], [4486.5, 148.025, 160.05, 629.875, 10.4125], [1282.75, 105.5, 34.6, 58.8, 15.8975], [3922.0, 54.05, 262.1, 347.7, 5.455], [928.0, 4.3, 83.4, 32.7, 1.0], [1673.0, 80.4, 51.75, 211.95, 10.24], [1342.0, 67.4, 33.0, 155.8, 4.55], [1673.0, 80.4, 51.75, 211.95, 10.24], [1777.0, 8.0, 83.0, 241.0, 3.46], [330.0, 17.2, 26.1, 7.6, 2.39], [265.5, 12.75, 17.9, 13.1, 0.325], [985.5, 0.35, 0.25, 254.3, 1.375], [1327.0, 101.4, 67.1, 97.7, 11.59], [151.0, 3.5, 0.6, 38.7, 2.0], [778.0, 0.15, 0.1, 200.25, 0.76], [3090.75, 10.5, 32.0, 715.0, 2.425], [1673.0, 80.4, 51.75, 211.95, 10.24], [337.0, 0.75, 0.15, 94.3, 0.875], [455.0, 2.4, 0.8, 116.7, 2.25], [415.5, 2.675, 1.7, 108.175, 7.5825]]","['Russian Mushroom and Potato Soup', 'Eggnog Extreme', 'Cold-Busting Ginger Chicken Noodle Soup', 'Sugar-Free Cake', 'Mango Mousse', 'Slow Cooker Lamb Stew', 'Split Pea and Ham Soup II', 'Slow Cooker Lamb Stew', 'Brookville Hotel Sweet and Sour Coleslaw', 'Keto Crackers', 'Healthy Peanut Butter Mousse', 'Peppermint Lemonade', 'Beef and Lentil Stew', 'Lemonade Plus', 'Never Bitter Lemonade', 'Chocolate Frosting with Cocoa Powder', 'Slow Cooker Lamb Stew', 'Honey Lemonade', 'Lemonade', 'Slow Cooker Cider Applesauce No Sugar Added']"
regular,Comfort food,"[[1184.5, 60.0, 74.1, 14.1, 8.325], [3209.0, 113.1, 123.5, 362.9, 12.03], [2423.5, 27.5, 133.7, 276.35, 1.715], [1778.5, 71.0, 88.0, 151.0, 7.8925], [4623.75, 65.125, 153.3, 738.775, 5.45], [1638.0, 69.2, 36.4, 227.9, 7.775], [4072.5, 181.8, 173.2, 450.55, 16.7575], [4280.5, 36.1, 93.45, 825.325, 3.105], [4906.0, 72.1, 111.2, 874.8, 3.37], [4407.5, 27.55, 146.9, 751.9, 4.405], [2040.0, 93.4, 81.0, 183.8, 10.4], [824.0, 60.0, 60.0, 0.0, 4.68], [1044.5, 45.25, 62.9, 71.2, 2.6975], [4478.0, 62.625, 267.6, 456.225, 7.61], [1321.0, 36.375, 89.6, 108.9, 1.915], [1083.0, 67.0, 53.0, 46.4, 5.0], [1039.0, 48.8, 45.4, 74.3, 2.87], [2098.0, 102.0, 110.0, 130.0, 6.03], [2983.5, 3.875, 148.7, 423.95, 1.81], [1253.5, 65.5, 83.5, 22.15, 5.81]]","['Easy Slow Cooker Beef Stroganoff', 'Moms Hearty Beef Stew with Dumplings', 'Quick Coffee Cake', 'Lauries Shepherds Pie', 'Ooey-Gooey Cinnamon Buns', 'Shepherds Pie V', 'Traditional Shepherds Pie', 'Gingerbread Gooey Butter Cookies', 'Kims Gingerbread Cookies', 'Fresh Cherry Crisp', 'Easy Shepherds Pie', 'So Simple Beef Stroganoff', 'Pot Pie with Leftover Pot Roast and Vegetables', 'Sweet Potato Pie with Evaporated Milk', 'Best Brioche French Toast', 'Steffs Shepherd Pie', 'Hot Beef Sundae', 'Shepherds Pie Daddys Way', 'Best Ever Caramel Rolls', 'Grandmas Ground Beef Casserole']"
regular,Southern comfort ,"[[2416.0, 151.1, 112.1, 25.0, 12.645], [5102.0, 41.875, 211.125, 767.7, 9.1675], [2413.0, 78.9, 229.0, 14.7, 4.84], [3967.2, 209.8, 114.5, 515.0, 11.78], [10222.0, 133.75, 1018.25, 108.4, 15.31], [4408.0, 41.9, 135.5, 757.0, 6.5525], [2916.75, 39.0, 99.5, 455.25, 3.065], [2376.5, 38.5, 3.5, 528.0, 1.535], [2416.0, 151.1, 112.1, 25.0, 12.645], [12474.25, 57.975, 550.1, 1868.1, 13.0725], [643.0, 11.225, 55.0, 21.05, 2.305], [3289.0, 209.5, 258.5, 41.95, 6.925], [3465.0, 30.75, 75.5, 663.5, 2.57], [1526.75, 110.725, 78.75, 71.1, 12.185], [11011.0, 146.0, 380.4, 1700.0, 6.71], [1466.0, 112.4, 66.15, 99.95, 7.7025], [1991.0, 12.3, 11.7, 470.9, 6.75], [2153.5, 77.15, 116.2, 19.5, 13.6975], [469.5, 5.925, 46.225, 7.525, 5.3725], [1801.5, 69.925, 95.575, 177.875, 4.6225]]","['Southern-Style Neck Bones', 'Old Fashioned Peach Cobbler', 'Easy North Carolina Barbeque', 'Louisiana Red Beans and Rice', 'Chicken Fried Steak with Cream Pork Sausage Gravy', 'Easy Caramel Apple Pie Bars', 'Grandmother Stougaards Caramel Pecan Sweet Rolls', 'Gingerbread Cookie Mix in a Jar', 'Southern-Style Neck Bones', 'Bananas Foster Cake', 'Southern Cabbage for the Pressure Cooker', 'Cornbread Dressing With Gravy', 'Raspberry Molasses Crinkles', 'Best Jambalaya', 'Easy Gingerbread House', 'Easy Cajun Jambalaya', 'Easy Sweet Potato Casserole', 'Go-To Crawfish Etouffee', 'Sous Vide Cajun Boneless Chicken Breast with Creamy Pan Sauce', 'Make-Ahead Sweet Potato and Chorizo Breakfast Burritos']"
regular,Date night dinners ,"[[1190.5, 58.85, 99.575, 15.075, 13.685], [8766.25, 64.875, 459.75, 1128.1, 7.665], [10222.0, 133.75, 1018.25, 108.4, 15.31], [408.0, 0.0, 0.0, 84.0, 7.4], [1221.5, 56.4, 32.3, 134.8, 7.93], [725.0, 31.3, 19.2, 106.5, 0.92], [3109.0, 36.025, 184.05, 268.825, 12.72], [3196.75, 34.175, 104.5, 532.375, 4.18], [4408.0, 41.9, 135.5, 757.0, 6.5525], [4567.0, 34.6, 93.2, 909.05, 10.01], [7756.0, 93.725, 300.2, 1169.85, 6.525], [3255.5, 49.425, 133.25, 453.575, 4.8], [598.34, 21.3, 42.45, 40.5, 1.36], [1242.75, 3.525, 83.05, 107.525, 1.6325], [1009.0, 17.3, 81.2, 52.4, 3.75], [3465.0, 30.75, 75.5, 663.5, 2.57], [12474.25, 57.975, 550.1, 1868.1, 13.0725], [2138.0, 23.9, 96.7, 307.3, 3.215], [5422.0, 45.75416667, 248.7916667, 753.4458333, 10.50208333], [3805.5, 59.75, 153.2, 548.7, 3.6375]]","['Roasted Rack of Lamb', 'Easy Carrot Cake', 'Chicken Fried Steak with Cream Pork Sausage Gravy', 'Oreo Devils', 'Sweet and Spicy Venison Jerky', 'Crazy Crust Pizza Dough', 'Quick and Easy Peach Pie Egg Rolls with Raspberry Sauce', 'Best Big, Fat, Chewy Chocolate Chip Cookie', 'Easy Caramel Apple Pie Bars', 'Chocolate COATconut Sandwich Cookies', 'Caramel Cinnamon Rolls', 'Raspberry Cream Cheese Coffee Cake', 'Chef Johns Chocolate Souffl', 'Lemon Syllabub', 'Cranberry Jell-O Salad with Walnuts', 'Raspberry Molasses Crinkles', 'Bananas Foster Cake', 'Gingersnap-Crusted Pumpkin Pie Cheesecake Bars', 'Vanilla Bean Cupcakes with Espresso Frosting', 'Blueberry Upside-Down Cake']"
regular,American,"[[481.0, 5.6, 0.4, 114.1, 2.445], [2337.0, 145.3, 147.875, 71.975, 13.4625], [3372.0, 32.5, 193.25, 398.4, 5.0075], [874.1, 59.0, 30.1, 87.0, 5.48], [2516.0, 6.7, 224.2, 137.3, 2.0], [606.0, 48.8, 33.0, 3.6, 5.07], [1640.0, 86.6, 52.05, 189.3, 7.5575], [590.0, 48.0, 33.0, 0.0, 4.99], [2763.0, 37.4, 151.2, 330.0, 2.9525], [4897.0, 56.0, 196.5, 718.8, 3.81], [5140.5, 66.75, 198.5, 771.6, 5.13], [3805.75, 43.425, 170.25, 525.7, 3.1625], [2203.0, 258.7, 86.3, 2.4, 15.12], [527.0, 18.15, 35.55, 20.35, 1.035], [6977.25, 73.025, 315.275, 977.6, 5.1175], [888.75, 75.45, 48.15, 39.75, 6.125], [7544.5, 76.125, 344.75, 1034.3, 5.885], [748.0, 61.55, 41.15, 15.65, 4.195], [2918.75, 225.1, 215.05, 3.05, 37.93], [1535.0, 37.1, 54.4, 107.7, 4.605]]","['Savory Turkey Brine', 'Pork Burger Sliders with Peach-Tarragon Aioli', 'Classic Macaroni Salad', 'Steak and Egg Hash', 'Yuca Frita', 'Instant Pot Corned Beef', 'Sloppy Joes', 'Sous Vide Corned Beef', 'Cheddar Bay Biscuits', 'Robbis M&Ms Cookies', 'Pecan Pie Bars', 'Oatmeal Butterscotch Cookies', 'Rosemary Pork Roast', 'Grandpas Tomato Gravy', 'Pineapple Pound Cake', 'Spiced Chicken Loaf', 'Clone of a Cinnabon', 'Gyros Burgers', 'Kims Prime Rib', 'Campfire Foil Packs']"
regular,German,"[[537.0, 24.225, 50.0, 0.05, 2.625], [1445.0, 107.6, 83.6, 40.0, 11.36], [4540.0, 237.2, 316.7, 166.0, 18.665], [3274.75, 175.15, 116.525, 207.275, 10.385], [3931.5, 71.0, 281.0, 244.1, 3.185], [4917.5, 68.9, 209.0, 681.15, 2.9675], [159.0, 2.8, 5.2, 24.6, 0.6], [1360.0, 31.7, 18.35, 255.6, 3.1225], [836.5, 25.45, 36.3, 97.55, 0.8325], [1181.0, 62.0, 45.0, 124.5, 5.625], [2278.25, 42.575, 125.5, 247.0, 1.695], [678.5, 16.9, 12.1, 118.45, 1.55], [3488.5, 123.1, 160.9, 381.3, 11.975], [1534.5, 73.0, 108.0, 60.0, 6.375], [4932.0, 69.9, 215.75, 620.05, 3.5075], [6032.5, 66.175, 283.5, 804.35, 7.325], [2037.5, 13.6, 152.0, 164.6, 2.68], [3006.0, 153.8, 203.2, 72.9, 14.38], [104.5, 3.2, 0.15, 20.2, 1.2625], [2499.0, 49.9, 105.0, 341.9, 3.22]]","['Slow Cooker Pork and Sauerkraut', 'Jgerschnitzel', 'The Sarges Goetta - German Breakfast Treat', 'German Hamburgers Frikadellen', 'Sauerkraut on Bread Dough', 'Butterkuchen', 'Bavarian Sauerkraut', 'Hot German Potato Salad', 'German Spaetzle Dumplings', 'Pork, Sauerkraut and Dumplings', 'German New Year Pretzel', 'German Potato Salad', 'Sausage and Sauerkraut', 'Slow Cooker Sauerkraut and Sausage', 'German Marble Cake', 'German Chocolate Upside Down Cake', 'Octoberfest German Potato Salad', 'Traditional Sauerbraten', 'Homemade Sauerkraut', 'Kartoffelkle German Potato Dumplings']"
regular,Thai,"[[1697.25, 56.425, 36.425, 273.8, 5.16], [1337.0, 35.775, 29.325, 112.2, 3.6225], [2143.25, 97.975, 116.2, 143.625, 8.0675], [1347.0, 100.2, 64.8, 41.3, 10.645], [2304.0, 125.725, 165.5, 89.55, 23.25], [351.0, 13.4, 24.6, 22.7, 0.455], [3293.5, 208.5, 138.45, 37.75, 19.265], [1738.5, 151.25, 90.1, 64.55, 16.98], [1731.0, 79.5, 131.025, 76.05, 6.355], [139.0, 6.0, 6.0, 20.5, 0.4925], [2787.0, 64.1, 211.5, 78.2, 5.22], [1930.5, 46.2, 143.425, 134.325, 4.0975], [604.75, 63.875, 15.025, 32.0, 10.775], [2614.25, 47.125, 209.725, 48.65, 5.235], [1337.0, 35.775, 29.325, 112.2, 3.6225], [1030.75, 28.025, 38.025, 26.025, 3.365], [278.0, 5.8, 0.5, 91.7, 3.21], [4396.25, 20.05, 473.3, 22.55, 3.0025], [1001.75, 21.75, 76.4, 64.5, 2.385], [176.0, 11.0, 0.4, 28.9, 6.21]]","['Thai Fried Rice', 'Spicy Thai Basil Chicken Pad Krapow Gai', 'Panang Curry with Tofu and Vegetables', 'Thai Chicken Balls', 'Thai Buffalo Wings', 'Satay Sauce', 'How to Make Homemade Pho Authentic', 'Thai Shrimp Wonton cup', 'Toronto Pad Thai', 'Chai Tea Latte', 'Chicken Massaman Curry', 'Carries Pad Thai Salad', 'The Best Thai Coconut Soup', 'Panang Curry with Chicken', 'Spicy Thai Basil Chicken Pad Krapow Gai', 'Chicken Satay with Peanut Sauce', 'Green Papaya Salad', 'Po Piah Thai Spring Rolls', 'Vegetarian Thai Curry Fried Rice', 'Thai Coconut Chicken Soup Noodle Bowl']"
